Brand	ReleaseDate	MaxResolution	LowResolution	EffectivePixels	ZoomWide(W)	ZoomTele(T)	NormalFocusRange	MacroFocusRange	StorageIncluded	Weight	Dimensions	Price
Nikon	2007	3072.0	2592.0	7.0	35.0	105.0	50.0	15.0	16.0	175.0	91.0	99.0
Nikon	2007	3072.0	2048.0	7.0	38.0	114.0	60.0	10.0	32.0	225.0	91.0	129.0
Nikon	2007	3264.0	2592.0	8.0	35.0	105.0	50.0	15.0	32.0	225.0	91.0	159.0
Nikon	2006	2816.0	2048.0	6.0	38.0	116.0	30.0	10.0	32.0	170.0	91.0	99.0
Nikon	2006	2592.0	2048.0	5.0	38.0	116.0	30.0	10.0	32.0	170.0	91.0	99.0
Nikon	2006	2272.0	1600.0	3.0	38.0	114.0	30.0	4.0	8.0	165.0	87.0	99.0
Nikon	2006	3072.0	2592.0	7.0	38.0	190.0	50.0	4.0	8.0	210.0	97.0	99.0
Nikon	2006	2816.0	2048.0	6.0	38.0	116.0	30.0	10.0	32.0	175.0	91.0	99.0
Nikon	2005	3264.0	2592.0	8.0	35.0	126.0	50.0	4.0	32.0	185.0	91.0	99.0
Nikon	2005	2592.0	2048.0	5.0	35.0	126.0	50.0	4.0	16.0	185.0	91.0	229.0
Nikon	2006	3264.0	2592.0	8.0	36.0	126.0	30.0	4.0	16.0	200.0	92.0	229.0
Nikon	2006	3264.0	2592.0	8.0	36.0	126.0	30.0	4.0	16.0	200.0	92.0	229.0
Nikon	2007	3264.0	3200.0	8.0	28.0	102.0	50.0	5.0	16.0	210.0	95.0	229.0
Nikon	2007	3648.0	2592.0	10.0	36.0	126.0	30.0	4.0	16.0	240.0	98.0	399.0
Nikon	2007	4000.0	3264.0	12.0	35.0	123.0	30.0	4.0	32.0	250.0	98.0	399.0
Nikon	2005	2592.0	2048.0	5.0	35.0	105.0	30.0	4.0	32.0	170.0	90.0	99.0
Nikon	2006	2816.0	2048.0	6.0	38.0	380.0	30.0	4.0	16.0	280.0	113.0	99.0
Nikon	2005	2592.0	2048.0	5.0	35.0	105.0	30.0	4.0	32.0	160.0	92.0	199.0
Nikon	2007	3072.0	2592.0	7.0	38.0	114.0	60.0	10.0	16.0	165.0	92.0	229.0
Nikon	2005	2816.0	2048.0	6.0	35.0	105.0	30.0	4.0	16.0	132.0	90.0	199.0
Nikon	2005	2816.0	2048.0	6.0	38.0	380.0	30.0	6.0	16.0	225.0	112.0	199.0
Nikon	2006	2816.0	2048.0	6.0	35.0	105.0	30.0	4.0	16.0	165.0	93.0	229.0
Nikon	2007	3072.0	2592.0	7.0	38.0	114.0	30.0	4.0	16.0	165.0	88.0	229.0
Nikon	2007	3072.0	2592.0	7.0	35.0	105.0	50.0	15.0	32.0	165.0	88.0	229.0
Nikon	2007	3072.0	2592.0	7.0	38.0	114.0	30.0	4.0	16.0	165.0	88.0	329.0
Nikon	2007	3264.0	2592.0	7.0	38.0	114.0	30.0	4.0	16.0	175.0	93.0	279.0
Nikon	2007	3264.0	3200.0	8.0	35.0	105.0	50.0	15.0	64.0	125.0	88.0	399.0
Nikon	2007	3264.0	2592.0	7.0	38.0	114.0	30.0	4.0	16.0	175.0	98.0	329.0
Nikon	2006	2816.0	2048.0	6.0	35.0	105.0	30.0	4.0	16.0	170.0	101.0	199.0
Nikon	2006	3072.0	2592.0	7.0	35.0	105.0	30.0	4.0	8.0	170.0	101.0	199.0
Nikon	2006	2816.0	2048.0	6.0	38.0	114.0	25.0	4.0	32.0	165.0	91.0	199.0
Nikon	2003	2016.0	1600.0	3.0	37.0	111.0	30.0	4.0	16.0	216.0	83.0	199.0
Nikon	1999	2000.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1200.0	157.0	1599.0
Nikon	2002	3008.0	2240.0	6.0	0.0	0.0	0.0	0.0	1.0	780.0	144.0	1599.0
Nikon	2001	2000.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1200.0	157.0	1599.0
Nikon	2001	3008.0	2000.0	5.0	0.0	0.0	0.0	0.0	1.0	1200.0	157.0	4699.0
Nikon	2005	3872.0	2896.0	10.0	0.0	0.0	0.0	0.0	1.0	920.0	147.0	1599.0
Nikon	2003	2464.0	1840.0	4.0	0.0	0.0	0.0	0.0	1.0	1200.0	158.0	1599.0
Nikon	2005	2464.0	1840.0	4.0	0.0	0.0	0.0	0.0	1.0	1200.0	158.0	4699.0
Nikon	2004	4288.0	3216.0	12.0	0.0	0.0	0.0	0.0	1.0	1200.0	158.0	4699.0
Nikon	2006	4288.0	3216.0	12.0	0.0	0.0	0.0	0.0	1.0	1200.0	158.0	4699.0
Nikon	2007	4256.0	3184.0	12.0	0.0	0.0	0.0	0.0	1.0	1300.0	160.0	4999.0
Nikon	2007	4288.0	3216.0	12.0	0.0	0.0	0.0	0.0	1.0	925.0	147.0	1799.0
Nikon	2006	3008.0	2256.0	6.0	0.0	0.0	0.0	0.0	1.0	522.0	124.0	549.0
Nikon	2007	3872.0	2896.0	10.0	0.0	0.0	0.0	0.0	1.0	522.0	124.0	549.0
Nikon	2005	3008.0	2256.0	6.0	0.0	0.0	0.0	0.0	1.0	620.0	133.0	1599.0
Nikon	2004	3008.0	2240.0	6.0	0.0	0.0	0.0	0.0	1.0	679.0	140.0	1599.0
Nikon	2005	3008.0	2240.0	6.0	0.0	0.0	0.0	0.0	1.0	679.0	140.0	1599.0
Nikon	2006	3872.0	2896.0	10.0	0.0	0.0	0.0	0.0	1.0	668.0	132.0	1199.0
Olympus	2001	1280.0	640.0	1.0	35.0	35.0	50.0	10.0	8.0	190.0	110.0	1699.0
Olympus	2001	1280.0	1024.0	1.0	35.0	35.0	60.0	25.0	1.0	190.0	123.0	1699.0
Olympus	2002	1600.0	1024.0	1.0	35.0	35.0	60.0	25.0	8.0	250.0	123.0	1699.0
Olympus	2001	1280.0	640.0	1.0	38.0	114.0	50.0	20.0	8.0	190.0	110.0	1699.0
Olympus	2001	1600.0	1024.0	1.0	36.0	36.0	50.0	10.0	16.0	220.0	110.0	1699.0
Olympus	1999	1600.0	1024.0	1.0	35.0	105.0	80.0	20.0	8.0	380.0	108.0	129.0
Olympus	2001	1600.0	1024.0	1.0	35.0	105.0	80.0	20.0	8.0	250.0	118.0	129.0
Olympus	1999	1600.0	1024.0	1.0	35.0	105.0	80.0	20.0	8.0	380.0	108.0	129.0
Olympus	2000	1600.0	1024.0	1.0	40.0	120.0	80.0	20.0	8.0	380.0	108.0	129.0
Olympus	1999	1600.0	1024.0	1.0	38.0	38.0	60.0	15.0	8.0	190.0	107.0	1699.0
Olympus	2000	1600.0	1280.0	1.0	38.0	380.0	60.0	10.0	8.0	540.0	113.0	129.0
Olympus	1999	1712.0	1280.0	2.0	36.0	110.0	80.0	2.0	32.0	530.0	109.0	129.0
Olympus	2000	2048.0	1600.0	3.0	32.0	96.0	80.0	20.0	8.0	380.0	109.0	1699.0
Olympus	2002	1984.0	1600.0	3.0	36.0	100.0	80.0	20.0	16.0	300.0	118.0	1699.0
Olympus	2001	2048.0	1600.0	3.0	32.0	96.0	80.0	20.0	8.0	380.0	109.0	1699.0
Olympus	2000	2048.0	1600.0	3.0	32.0	96.0	80.0	20.0	16.0	380.0	109.0	1699.0
Olympus	2000	2048.0	1600.0	3.0	35.0	105.0	80.0	20.0	16.0	420.0	109.0	1699.0
Olympus	2002	2288.0	2048.0	3.0	32.0	96.0	80.0	2.0	16.0	400.0	110.0	129.0
Olympus	2001	2272.0	2048.0	3.0	35.0	105.0	80.0	20.0	16.0	420.0	110.0	129.0
Olympus	2001	2272.0	2048.0	3.0	35.0	98.0	80.0	10.0	16.0	270.0	87.0	1699.0
Olympus	2003	2560.0	2272.0	4.0	38.0	114.0	50.0	4.0	32.0	280.0	105.0	449.0
Olympus	2002	2560.0	2288.0	4.0	35.0	105.0	80.0	20.0	32.0	480.0	114.0	449.0
Olympus	2003	2592.0	2288.0	5.0	27.0	110.0	80.0	3.0	32.0	480.0	116.0	449.0
Olympus	2002	2560.0	2048.0	4.0	38.0	114.0	50.0	20.0	32.0	230.0	100.0	449.0
Olympus	2005	2592.0	2288.0	5.0	38.0	190.0	60.0	8.0	16.0	340.0	110.0	129.0
Olympus	2004	2816.0	2560.0	5.0	38.0	114.0	40.0	4.0	32.0	230.0	99.0	449.0
Olympus	2004	3072.0	2592.0	7.0	38.0	190.0	60.0	2.0	32.0	280.0	102.0	129.0
Olympus	2001	1600.0	1280.0	1.0	38.0	380.0	60.0	10.0	8.0	340.0	108.0	449.0
Olympus	2005	3072.0	2592.0	7.0	27.0	110.0	80.0	3.0	32.0	480.0	116.0	129.0
Olympus	2002	1984.0	1600.0	3.0	40.0	320.0	60.0	10.0	16.0	340.0	108.0	449.0
Olympus	2002	2048.0	1600.0	3.0	38.0	380.0	60.0	10.0	16.0	400.0	108.0	449.0
Olympus	2003	2048.0	1600.0	3.0	38.0	380.0	60.0	3.0	16.0	340.0	108.0	449.0
Olympus	2003	2288.0	2048.0	3.0	38.0	380.0	60.0	3.0	16.0	340.0	108.0	449.0
Olympus	2004	2288.0	2048.0	3.0	38.0	380.0	60.0	7.0	16.0	310.0	105.0	449.0
Olympus	2004	2288.0	2048.0	3.0	38.0	380.0	60.0	7.0	32.0	310.0	105.0	449.0
Olympus	2004	3264.0	2592.0	8.0	28.0	140.0	80.0	5.0	32.0	724.0	124.0	179.0
Olympus	1996	640.0	320.0	0.0	36.0	36.0	75.0	20.0	2.0	320.0	145.0	129.0
Olympus	1996	1024.0	512.0	0.0	36.0	36.0	50.0	20.0	4.0	320.0	145.0	1699.0
Olympus	1998	1280.0	640.0	1.0	36.0	36.0	70.0	10.0	4.0	320.0	128.0	1699.0
Olympus	1999	1280.0	640.0	1.0	36.0	36.0	70.0	10.0	8.0	320.0	128.0	1699.0
Olympus	2000	1280.0	640.0	1.0	36.0	36.0	50.0	10.0	8.0	280.0	128.0	1699.0
Olympus	2003	1600.0	1024.0	1.0	35.0	35.0	50.0	20.0	16.0	230.0	108.0	1699.0
Olympus	2004	2048.0	1024.0	3.0	33.0	33.0	50.0	20.0	16.0	210.0	110.0	1699.0
Olympus	1998	1280.0	640.0	1.0	35.0	105.0	80.0	20.0	8.0	320.0	127.0	129.0
Olympus	2005	2288.0	1600.0	3.0	37.0	37.0	50.0	20.0	8.0	170.0	101.0	1699.0
Olympus	2005	2592.0	1600.0	5.0	36.0	35.0	50.0	20.0	1.0	140.0	101.0	1699.0
Olympus	1999	1280.0	640.0	1.0	35.0	105.0	80.0	20.0	8.0	320.0	127.0	129.0
Olympus	2000	1280.0	640.0	1.0	35.0	105.0	80.0	20.0	8.0	320.0	127.0	449.0
Olympus	2000	1600.0	640.0	1.0	35.0	105.0	80.0	20.0	8.0	320.0	127.0	129.0
Olympus	1997	1024.0	640.0	0.0	50.0	150.0	60.0	30.0	2.0	490.0	115.0	449.0
Olympus	2002	1600.0	1024.0	1.0	35.0	105.0	50.0	20.0	8.0	220.0	112.0	449.0
Olympus	2004	2048.0	1600.0	3.0	38.0	114.0	50.0	2.0	16.0	190.0	88.0	449.0
Olympus	2004	2048.0	1600.0	3.0	38.0	114.0	50.0	2.0	16.0	200.0	100.0	449.0
Olympus	2005	2288.0	1600.0	3.0	38.0	114.0	50.0	2.0	16.0	190.0	106.0	449.0
Olympus	2003	2048.0	1024.0	3.0	35.0	105.0	50.0	20.0	16.0	220.0	108.0	449.0
Olympus	2004	2288.0	1600.0	3.0	35.0	105.0	50.0	7.0	16.0	210.0	108.0	179.0
Olympus	2005	2560.0	1600.0	4.0	38.0	114.0	50.0	2.0	16.0	190.0	105.0	449.0
Olympus	1997	1280.0	640.0	1.0	36.0	110.0	60.0	30.0	4.0	0.0	115.0	1699.0
Olympus	1998	1280.0	640.0	1.0	36.0	110.0	60.0	30.0	8.0	520.0	115.0	1699.0
Olympus	2005	2560.0	1600.0	4.0	35.0	105.0	60.0	10.0	8.0	175.0	94.0	129.0
Olympus	2003	2560.0	1600.0	4.0	0.0	0.0	0.0	0.0	1.0	735.0	141.0	1699.0
Olympus	2000	2240.0	1600.0	3.0	35.0	140.0	60.0	20.0	1.0	1190.0	129.0	1699.0
Olympus	2000	1368.0	1280.0	1.0	38.0	380.0	60.0	10.0	16.0	603.0	108.0	129.0
Olympus	2001	2560.0	1792.0	4.0	35.0	140.0	60.0	20.0	16.0	1190.0	129.0	1699.0
Olympus	2007	3648.0	3200.0	10.0	0.0	0.0	0.0	0.0	1.0	800.0	142.0	1699.0
Olympus	2004	3264.0	3200.0	8.0	0.0	0.0	0.0	0.0	1.0	624.0	147.0	1699.0
Olympus	2006	3136.0	2560.0	7.0	0.0	0.0	0.0	0.0	1.0	616.0	140.0	1699.0
Olympus	2006	3648.0	3200.0	10.0	0.0	0.0	0.0	0.0	1.0	435.0	130.0	1699.0
Olympus	2007	3648.0	3200.0	10.0	0.0	0.0	0.0	0.0	1.0	435.0	130.0	1699.0
Olympus	2005	3264.0	3200.0	8.0	0.0	0.0	0.0	0.0	1.0	479.0	130.0	1699.0
Olympus	2007	3648.0	3200.0	10.0	0.0	0.0	0.0	0.0	1.0	490.0	136.0	1699.0
Olympus	2005	2272.0	1600.0	4.0	35.0	106.0	50.0	5.0	32.0	160.0	88.0	129.0
Olympus	2005	2560.0	1600.0	5.0	35.0	106.0	50.0	5.0	32.0	160.0	88.0	129.0
Olympus	2006	2560.0	1600.0	5.0	38.0	106.0	50.0	2.0	32.0	160.0	88.0	129.0
Olympus	2005	2816.0	1600.0	6.0	38.0	114.0	50.0	5.0	16.0	160.0	106.0	129.0
Olympus	2006	2592.0	2048.0	5.0	38.0	114.0	10.0	5.0	16.0	160.0	96.0	129.0
Olympus	2006	2816.0	2048.0	6.0	38.0	114.0	10.0	5.0	16.0	160.0	96.0	129.0
Olympus	2006	2560.0	2048.0	5.0	32.0	96.0	50.0	6.0	8.0	175.0	90.0	129.0
Olympus	2006	2816.0	2048.0	6.0	38.0	114.0	0.0	0.0	8.0	175.0	90.0	129.0
Olympus	2006	2816.0	2048.0	6.0	38.0	114.0	0.0	0.0	8.0	170.0	88.0	179.0
Olympus	2006	2816.0	2048.0	6.0	38.0	114.0	0.0	0.0	32.0	150.0	91.0	129.0
Olympus	2006	2816.0	2048.0	6.0	28.0	140.0	0.0	0.0	16.0	195.0	98.0	129.0
Olympus	2007	3072.0	2048.0	7.0	38.0	114.0	60.0	10.0	8.0	175.0	90.0	129.0
Olympus	2007	3072.0	2048.0	7.0	38.0	114.0	60.0	10.0	16.0	145.0	91.0	129.0
Olympus	2007	3072.0	2048.0	7.0	38.0	190.0	70.0	10.0	16.0	145.0	91.0	129.0
Olympus	2007	3264.0	2048.0	8.0	38.0	105.0	60.0	10.0	16.0	155.0	94.0	129.0
Olympus	2007	3072.0	2048.0	7.0	38.0	114.0	60.0	5.0	4.0	122.0	90.0	129.0
Olympus	2007	3264.0	2048.0	8.0	36.0	108.0	60.0	5.0	32.0	108.0	92.0	179.0
Olympus	2007	3072.0	2048.0	7.0	28.0	112.0	40.0	5.0	4.0	142.0	98.0	129.0
Olympus	2007	4000.0	2048.0	12.0	35.0	105.0	60.0	10.0	32.0	115.0	94.0	129.0
Olympus	2005	2560.0	2048.0	4.0	38.0	114.0	50.0	5.0	16.0	160.0	99.0	129.0
Olympus	2003	2048.0	1600.0	3.0	35.0	105.0	50.0	20.0	16.0	220.0	99.0	229.0
Olympus	2003	2272.0	2048.0	3.0	35.0	105.0	50.0	20.0	16.0	220.0	99.0	229.0
Olympus	2005	3072.0	2592.0	7.0	38.0	114.0	20.0	5.0	32.0	230.0	100.0	449.0
Olympus	2006	3072.0	2592.0	7.0	38.0	114.0	20.0	2.0	16.0	230.0	100.0	449.0
Olympus	2005	3264.0	2592.0	8.0	38.0	114.0	20.0	5.0	32.0	245.0	100.0	449.0
Olympus	2005	2816.0	2592.0	6.0	38.0	380.0	60.0	3.0	8.0	385.0	106.0	449.0
Olympus	2006	3072.0	2560.0	7.0	38.0	380.0	60.0	3.0	1.0	410.0	106.0	449.0
Olympus	2007	3072.0	2560.0	7.0	28.0	504.0	10.0	1.0	16.0	460.0	116.0	449.0
Olympus	2007	3264.0	2560.0	8.0	27.0	486.0	10.0	1.0	32.0	365.0	116.0	449.0
Olympus	2005	2816.0	2288.0	6.0	38.0	114.0	30.0	10.0	8.0	180.0	98.0	449.0
Olympus	2006	3648.0	2560.0	10.0	35.0	105.0	60.0	10.0	1.0	195.0	97.0	229.0
Olympus	2007	4000.0	3264.0	12.0	35.0	105.0	60.0	10.0	32.0	125.0	98.0	249.0
Olympus	2004	2272.0	2048.0	3.0	35.0	105.0	50.0	20.0	16.0	200.0	99.0	229.0
Olympus	2004	2560.0	2048.0	4.0	35.0	105.0	50.0	7.0	32.0	200.0	99.0	229.0
Olympus	2005	2816.0	2560.0	6.0	35.0	105.0	50.0	7.0	8.0	195.0	97.0	229.0
Olympus	2006	3072.0	2560.0	7.0	37.0	111.0	60.0	8.0	16.0	140.0	95.0	229.0
Olympus	2006	3072.0	2560.0	7.0	37.0	111.0	60.0	8.0	16.0	190.0	95.0	299.0
Olympus	2006	3072.0	2560.0	7.0	38.0	114.0	60.0	2.0	16.0	190.0	91.0	299.0
Olympus	2006	3072.0	2560.0	7.0	38.0	114.0	50.0	7.0	16.0	190.0	96.0	229.0
Olympus	2006	3072.0	2560.0	7.0	36.0	180.0	70.0	3.0	16.0	160.0	96.0	229.0
Olympus	2006	3072.0	2560.0	7.0	36.0	180.0	70.0	3.0	16.0	170.0	96.0	229.0
Olympus	2007	3072.0	2560.0	7.0	37.0	111.0	60.0	8.0	16.0	160.0	99.0	229.0
Olympus	2007	3072.0	2560.0	7.0	38.0	114.0	50.0	7.0	16.0	195.0	92.0	299.0
Olympus	2007	3072.0	2560.0	7.0	36.0	180.0	70.0	3.0	16.0	195.0	100.0	299.0
Olympus	2007	3072.0	2560.0	7.0	38.0	114.0	50.0	7.0	16.0	155.0	92.0	299.0
Olympus	2005	3264.0	2560.0	8.0	38.0	114.0	50.0	3.0	16.0	200.0	103.0	249.0
Olympus	2006	3264.0	2560.0	8.0	35.0	105.0	60.0	10.0	32.0	185.0	97.0	249.0
Olympus	2007	3264.0	2560.0	8.0	36.0	180.0	70.0	3.0	32.0	125.0	96.0	249.0
Olympus	2007	3248.0	2560.0	8.0	36.0	180.0	70.0	3.0	16.0	125.0	100.0	249.0
Olympus	2004	2272.0	2048.0	3.0	35.0	70.0	50.0	8.0	16.0	165.0	95.0	229.0
Olympus	2005	2560.0	2048.0	4.0	35.0	70.0	50.0	8.0	16.0	165.0	95.0	299.0
